target,source,year,size,count,date
Singapore,Denmark,2008,125,1,31/12/2008
Slovenia,Denmark,2004,8.019,1,31/12/2004
South Africa,Denmark,1999,355.052,1,31/12/1999
South Africa,Denmark,2000,65.516,1,31/12/2000
South Africa,Denmark,2010,24.906,1,31/12/2010
South Korea,Denmark,2005,7,1,31/12/2005
Spain,Denmark,1990,1388.92,1,31/12/1990
Spain,Denmark,1991,3.478,1,31/12/1991
Spain,Denmark,1992,56.943,1,31/12/1992
Spain,Denmark,1998,39.384,1,31/12/1998
Spain,Denmark,2001,3.829,1,31/12/2001
Spain,Denmark,2004,134.746,2,31/12/2004
Spain,Denmark,2005,8.864,1,31/12/2005
Spain,Denmark,2006,0.714,1,31/12/2006
Spain,Denmark,2010,10.921,1,31/12/2010
Spain,Denmark,2011,0.014,1,31/12/2011
Sweden,Denmark,1986,8.175,1,31/12/1986
Sweden,Denmark,1988,209.43,1,31/12/1988
Sweden,Denmark,1990,219.287,2,31/12/1990
Sweden,Denmark,1991,501.995,5,31/12/1991
Sweden,Denmark,1992,71.795,2,31/12/1992
Sweden,Denmark,1994,13.146,2,31/12/1994
Sweden,Denmark,1995,2.348,1,31/12/1995
Sweden,Denmark,1996,19.289,2,31/12/1996
Sweden,Denmark,1997,407.351,4,31/12/1997
Sweden,Denmark,1998,112.091,2,31/12/1998
Sweden,Denmark,1999,199.506,7,31/12/1999
Sweden,Denmark,2000,183.982,6,31/12/2000
Sweden,Denmark,2001,104.517,3,31/12/2001
Sweden,Denmark,2002,736.987,2,31/12/2002
Sweden,Denmark,2003,83.959,1,31/12/2003
Sweden,Denmark,2004,202.582,4,31/12/2004
Sweden,Denmark,2005,831.747,7,31/12/2005
Sweden,Denmark,2006,879.336,7,31/12/2006
Sweden,Denmark,2007,135.345,4,31/12/2007
Sweden,Denmark,2008,163.552,3,31/12/2008
Sweden,Denmark,2009,153.462,4,31/12/2009
Sweden,Denmark,2010,21.151,2,31/12/2010
Sweden,Denmark,2011,4.745,3,31/12/2011
Sweden,Denmark,2013,38.459,1,31/12/2013
Sweden,Denmark,2014,1.691,1,31/12/2014
Switzerland,Denmark,1997,10.111,1,31/12/1997
Switzerland,Denmark,2000,3563.584,4,31/12/2000
Switzerland,Denmark,2001,14.998,1,31/12/2001
Switzerland,Denmark,2005,53.495,2,31/12/2005
Switzerland,Denmark,2006,43.542,3,31/12/2006
Switzerland,Denmark,2007,19.484,1,31/12/2007
Switzerland,Denmark,2008,54.72,2,31/12/2008
Switzerland,Denmark,2014,6.722,1,31/12/2014
Thailand,Denmark,2008,12.007,1,31/12/2008
Ukraine,Denmark,2010,4.519,1,31/12/2010
United Kingdom,Denmark,1989,192.111,5,31/12/1989
United Kingdom,Denmark,1990,367.492,8,31/12/1990
United Kingdom,Denmark,1991,86.853,3,31/12/1991
United Kingdom,Denmark,1992,93.096,4,31/12/1992
United Kingdom,Denmark,1993,16.831,4,31/12/1993
United Kingdom,Denmark,1994,4.614,1,31/12/1994
United Kingdom,Denmark,1995,52.794,2,31/12/1995
United Kingdom,Denmark,1996,2.975,1,31/12/1996
United Kingdom,Denmark,1997,13.466,3,31/12/1997
United Kingdom,Denmark,1998,40.982,3,31/12/1998
United Kingdom,Denmark,1999,159.509,7,31/12/1999
United Kingdom,Denmark,2000,13.884,2,31/12/2000
United Kingdom,Denmark,2001,238.45,4,31/12/2001
United Kingdom,Denmark,2003,6.374,2,31/12/2003
United Kingdom,Denmark,2004,3577.949,3,31/12/2004
United Kingdom,Denmark,2005,3137.586,1,31/12/2005
United Kingdom,Denmark,2006,5.369,1,31/12/2006
United Kingdom,Denmark,2007,78.642,3,31/12/2007
United Kingdom,Denmark,2009,147.001,1,31/12/2009
United Kingdom,Denmark,2010,30.001,1,31/12/2010
United Kingdom,Denmark,2011,47.115,1,31/12/2011
United Kingdom,Denmark,2012,476.413,4,31/12/2012
United Kingdom,Denmark,2013,84.511,2,31/12/2013
United Kingdom,Denmark,2014,254.383,2,31/12/2014
United States,Denmark,1984,113,1,31/12/1984
United States,Denmark,1988,92.2,2,31/12/1988
United States,Denmark,1989,100,2,31/12/1989
United States,Denmark,1990,6.3,1,31/12/1990
United States,Denmark,1993,93.5,1,31/12/1993
United States,Denmark,1994,113.598,3,31/12/1994
United States,Denmark,1995,78.5,1,31/12/1995
United States,Denmark,1996,115,1,31/12/1996
United States,Denmark,1997,145.286,4,31/12/1997
United States,Denmark,1998,139.5,4,31/12/1998
United States,Denmark,1999,894,5,31/12/1999
United States,Denmark,2000,746.236,6,31/12/2000
United States,Denmark,2001,9.7,1,31/12/2001
United States,Denmark,2002,661.143,2,31/12/2002
United States,Denmark,2003,6.2,2,31/12/2003
United States,Denmark,2004,55,1,31/12/2004
United States,Denmark,2005,579.166,3,31/12/2005
United States,Denmark,2006,501.755,4,31/12/2006
United States,Denmark,2007,68.047,3,31/12/2007
United States,Denmark,2008,902.282,8,31/12/2008
United States,Denmark,2009,3468.406,4,31/12/2009
United States,Denmark,2010,414.516,7,31/12/2010
United States,Denmark,2011,235,2,31/12/2011
United States,Denmark,2012,172.452,2,31/12/2012
United States,Denmark,2013,440,2,31/12/2013
United States,Denmark,2014,54,2,31/12/2014
Vietnam,Denmark,2003,14.457,1,31/12/2003
Colombia,Ecuador,1994,22,1,31/12/1994
Peru,Ecuador,2010,2.402,1,31/12/2010
Peru,Ecuador,2011,37.161,1,31/12/2011
Algeria,Egypt,2003,2.514,1,31/12/2003
Bangladesh,Egypt,2004,60,1,31/12/2004
Canada,Egypt,2007,853.751,1,31/12/2007
Canada,Egypt,2013,504.071,1,31/12/2013
France,Egypt,2006,1.89,1,31/12/2006
Germany,Egypt,2010,37.475,1,31/12/2010
Jordan,Egypt,2010,5.438,1,31/12/2010
Kuwait,Egypt,2008,125.234,1,31/12/2008
Lebanon,Egypt,2010,542,1,31/12/2010
Netherlands,Egypt,2010,415.996,1,31/12/2010
Norway,Egypt,1993,18.135,1,31/12/1993
Oman,Egypt,2008,15.3,1,31/12/2008
Slovenia,Egypt,2007,54.635,1,31/12/2007
Slovenia,Egypt,2008,61.022,1,31/12/2008
South Africa,Egypt,2005,42,1,31/12/2005
Spain,Egypt,2005,25.438,1,31/12/2005
Spain,Egypt,2006,64.638,1,31/12/2006
Sudan,Egypt,2007,14.4,1,31/12/2007
Turkey,Egypt,2007,12.5,1,31/12/2007
Turkey,Egypt,2012,328.677,1,31/12/2012
United Kingdom,Egypt,1999,1.752,1,31/12/1999
United Kingdom,Egypt,2004,0.892,1,31/12/2004
United States,Egypt,2013,3.779,1,31/12/2013
Chile,El Salvador,2007,550,1,31/12/2007
Costa Rica,El Salvador,2012,0.2,1,31/12/2012
Panama,El Salvador,2005,15,1,31/12/2005
Canada,Estonia,2005,94.95,1,31/12/2005
Finland,Estonia,1992,45.075,1,31/12/1992
Finland,Estonia,2006,589.763,1,31/12/2006
Finland,Estonia,2014,0.082,1,31/12/2014
France,Estonia,2008,2.93,1,31/12/2008
Hungary,Estonia,2002,6.5,1,31/12/2002
Japan,Estonia,2010,0.55,1,31/12/2010
Latvia,Estonia,1997,7.584,1,31/12/1997
Latvia,Estonia,1998,10.572,1,31/12/1998
Latvia,Estonia,2014,26.385,1,31/12/2014
Lithuania,Estonia,1997,0.759,3,31/12/1997
Lithuania,Estonia,1998,0.375,1,31/12/1998
Lithuania,Estonia,2000,1.2,1,31/12/2000
Lithuania,Estonia,2003,11.051,1,31/12/2003
Lithuania,Estonia,2014,33.952,1,31/12/2014
Poland,Estonia,2007,12.18,1,31/12/2007
Poland,Estonia,2008,3.706,1,31/12/2008
Romania,Estonia,2007,5.19,1,31/12/2007
Russian Fed,Estonia,1997,0.593,2,31/12/1997
Russian Fed,Estonia,2010,3.879,1,31/12/2010
Sweden,Estonia,1994,22.302,1,31/12/1994
Ukraine,Estonia,2007,12.518,1,31/12/2007
Australia,Fiji,2004,1.915,1,31/12/2004
New Zealand,Fiji,1999,0.536,1,31/12/1999
Australia,Finland,1989,9.6,1,31/12/1989
Australia,Finland,1991,70.335,1,31/12/1991
Australia,Finland,1993,3.429,1,31/12/1993
Australia,Finland,2005,4.164,1,31/12/2005
Australia,Finland,2006,23.972,1,31/12/2006
Australia,Finland,2008,9.54,1,31/12/2008
Australia,Finland,2009,317.924,2,31/12/2009
Austria,Finland,1994,82.8,1,31/12/1994
Austria,Finland,2001,27.972,1,31/12/2001
Austria,Finland,2005,2.588,1,31/12/2005
Austria,Finland,2008,85.563,1,31/12/2008
Bahamas,Finland,1994,8.752,1,31/12/1994
Belarus,Finland,2008,16,1,31/12/2008
Belgium,Finland,1989,203.71,1,31/12/1989
Belgium,Finland,1990,6.967,1,31/12/1990
Belgium,Finland,1998,307.68,1,31/12/1998
Belgium,Finland,2001,31.252,1,31/12/2001
Belgium,Finland,2002,6.031,1,31/12/2002
Belgium,Finland,2003,8.685,1,31/12/2003
Belgium,Finland,2012,23.723,1,31/12/2012
Brazil,Finland,1997,299.997,1,31/12/1997
Brazil,Finland,1999,24.143,1,31/12/1999
Brazil,Finland,2000,7.2,1,31/12/2000
Brazil,Finland,2006,415,1,31/12/2006
Brazil,Finland,2007,117.909,1,31/12/2007
Brazil,Finland,2011,28.502,1,31/12/2011
Brazil,Finland,2014,19.972,1,31/12/2014
Bulgaria,Finland,2008,7.134,1,31/12/2008
Canada,Finland,1988,2.016,1,31/12/1988
Canada,Finland,1997,4.5,1,31/12/1997
Canada,Finland,1998,87.328,1,31/12/1998
Canada,Finland,2000,100.075,1,31/12/2000
Canada,Finland,2005,4.805,1,31/12/2005
Canada,Finland,2006,12.106,1,31/12/2006
Canada,Finland,2008,14.023,1,31/12/2008
Canada,Finland,2009,0.889,1,31/12/2009
Chile,Finland,1989,125.334,2,31/12/1989
Chile,Finland,1995,22.955,1,31/12/1995
China,Finland,2000,525,1,31/12/2000
China,Finland,2002,37.3,1,31/12/2002
China,Finland,2006,15.411,1,31/12/2006
China,Finland,2010,143.588,2,31/12/2010
China,Finland,2011,1.463,1,31/12/2011
China,Finland,2014,1.835,1,31/12/2014
Colombia,Finland,1999,3.414,1,31/12/1999
Czech Republic,Finland,2011,51.292,1,31/12/2011
Denmark,Finland,1989,74.09,2,31/12/1989
Denmark,Finland,1998,470.045,2,31/12/1998
Denmark,Finland,2000,6.242,2,31/12/2000
Denmark,Finland,2001,53.939,1,31/12/2001
Denmark,Finland,2002,3.46,2,31/12/2002
Denmark,Finland,2004,16.923,2,31/12/2004
Denmark,Finland,2006,17.4,1,31/12/2006
Denmark,Finland,2007,5.252,1,31/12/2007
Denmark,Finland,2008,4.663,1,31/12/2008
Denmark,Finland,2009,38.923,2,31/12/2009
Denmark,Finland,2010,141.388,2,31/12/2010
Denmark,Finland,2011,20.636,1,31/12/2011
Denmark,Finland,2012,120.21,3,31/12/2012
Denmark,Finland,2013,5.498,1,31/12/2013
Estonia,Finland,1997,9.636,1,31/12/1997
Estonia,Finland,1998,34.181,1,31/12/1998
Estonia,Finland,1999,34.775,3,31/12/1999
Estonia,Finland,2001,3.305,2,31/12/2001
Estonia,Finland,2002,11.814,2,31/12/2002
Estonia,Finland,2003,11.716,1,31/12/2003
Estonia,Finland,2005,75.566,1,31/12/2005
Estonia,Finland,2011,147.182,1,31/12/2011
Estonia,Finland,2013,9.109,1,31/12/2013
France,Finland,1987,24,1,31/12/1987
France,Finland,1989,4.822,2,31/12/1989
France,Finland,1990,595.852,2,31/12/1990
France,Finland,1991,11.054,1,31/12/1991
France,Finland,1994,9.38,1,31/12/1994
France,Finland,1998,39.731,2,31/12/1998
France,Finland,2000,91.412,2,31/12/2000
France,Finland,2002,66.291,2,31/12/2002
France,Finland,2003,0.093,1,31/12/2003
France,Finland,2005,647.223,2,31/12/2005
France,Finland,2009,41.806,1,31/12/2009
France,Finland,2010,14.081,1,31/12/2010
France,Finland,2013,70.255,1,31/12/2013
Germany,Finland,1989,1.051,1,31/12/1989
Germany,Finland,1995,289.923,1,31/12/1995
Germany,Finland,1996,193.837,2,31/12/1996
Germany,Finland,1997,547.01,2,31/12/1997
Germany,Finland,1998,207.3,2,31/12/1998
Germany,Finland,1999,424.196,2,31/12/1999
Germany,Finland,2000,144.053,5,31/12/2000
Germany,Finland,2001,3368.966,4,31/12/2001
Germany,Finland,2002,226.689,3,31/12/2002
Germany,Finland,2003,186.288,1,31/12/2003
Germany,Finland,2004,123.466,3,31/12/2004
Germany,Finland,2005,852.192,4,31/12/2005
Germany,Finland,2006,15.892,2,31/12/2006
Germany,Finland,2007,28.256,1,31/12/2007
Germany,Finland,2008,92.888,3,31/12/2008
Germany,Finland,2010,102.198,2,31/12/2010
Germany,Finland,2011,91.085,3,31/12/2011
Germany,Finland,2012,3750.59,2,31/12/2012
Germany,Finland,2013,210.554,1,31/12/2013
Germany,Finland,2014,365.799,2,31/12/2014
Hungary,Finland,1997,46.82,1,31/12/1997
Hungary,Finland,2000,41.43,1,31/12/2000
India,Finland,1995,12.97,1,31/12/1995
India,Finland,2007,39.302,2,31/12/2007
India,Finland,2008,44,1,31/12/2008
India,Finland,2010,38.064,1,31/12/2010
India,Finland,2012,8.897,1,31/12/2012
India,Finland,2014,336.283,1,31/12/2014
Italy,Finland,1990,100,1,31/12/1990
Italy,Finland,1993,13.86,1,31/12/1993
Italy,Finland,1996,94.391,1,31/12/1996
Italy,Finland,1998,35,1,31/12/1998
Italy,Finland,1999,21.258,2,31/12/1999
Italy,Finland,2002,67.208,1,31/12/2002
Italy,Finland,2005,6.058,1,31/12/2005
Italy,Finland,2007,86.845,2,31/12/2007
Italy,Finland,2008,545.12,2,31/12/2008
Italy,Finland,2011,61.166,1,31/12/2011
Italy,Finland,2012,118.312,1,31/12/2012
Italy,Finland,2013,125.501,3,31/12/2013
Latvia,Finland,1997,12.569,1,31/12/1997
Latvia,Finland,2000,5.82,1,31/12/2000
Latvia,Finland,2005,4.249,1,31/12/2005
Latvia,Finland,2006,10.833,1,31/12/2006
Lithuania,Finland,1998,10.575,2,31/12/1998
Lithuania,Finland,2000,0.975,1,31/12/2000
Lithuania,Finland,2006,46.491,2,31/12/2006
Lithuania,Finland,2013,79.791,1,31/12/2013
Malaysia,Finland,2005,14.556,1,31/12/2005
Malta,Finland,2008,308.518,1,31/12/2008
Mexico,Finland,2004,33,1,31/12/2004
Netherlands,Finland,1989,174.78,2,31/12/1989
Netherlands,Finland,1990,51.996,1,31/12/1990
Netherlands,Finland,1996,21.098,1,31/12/1996
Netherlands,Finland,2000,4.235,2,31/12/2000
Netherlands,Finland,2001,1089.25,1,31/12/2001
Netherlands,Finland,2002,418.795,2,31/12/2002
Netherlands,Finland,2003,65.55,1,31/12/2003
Netherlands,Finland,2004,317.946,3,31/12/2004
Netherlands,Finland,2005,191.367,2,31/12/2005
Netherlands,Finland,2007,7.859,1,31/12/2007
Netherlands,Finland,2011,1778.713,1,31/12/2011
Netherlands,Finland,2013,1.349,1,31/12/2013
Netherlands,Finland,2014,208.305,1,31/12/2014
New Zealand,Finland,2003,2.321,1,31/12/2003
New Zealand,Finland,2014,9.19,1,31/12/2014
Norway,Finland,1990,243.2,1,31/12/1990
Norway,Finland,1992,76.08,1,31/12/1992
Norway,Finland,1997,7.728,1,31/12/1997
Norway,Finland,1999,5.996,3,31/12/1999
Norway,Finland,2000,201.88,3,31/12/2000
Norway,Finland,2001,2484.248,3,31/12/2001
Norway,Finland,2002,271.804,3,31/12/2002
Norway,Finland,2003,234.171,4,31/12/2003
Norway,Finland,2004,2445.991,3,31/12/2004
Norway,Finland,2005,123.372,2,31/12/2005
Norway,Finland,2006,18.311,2,31/12/2006
Norway,Finland,2007,28.085,2,31/12/2007
Norway,Finland,2008,437.94,3,31/12/2008
Norway,Finland,2009,12.873,2,31/12/2009
Norway,Finland,2013,547.417,2,31/12/2013
Oman,Finland,1991,78.3,1,31/12/1991
Poland,Finland,1997,11.444,1,31/12/1997
Poland,Finland,2000,204.284,4,31/12/2000
Poland,Finland,2002,1.965,2,31/12/2002
Poland,Finland,2006,4.019,1,31/12/2006
Poland,Finland,2008,29.989,1,31/12/2008
Poland,Finland,2012,3.15,1,31/12/2012
Portugal,Finland,1989,281.4,1,31/12/1989
Portugal,Finland,1991,241.953,1,31/12/1991
Russian Fed,Finland,2001,3.443,1,31/12/2001
Russian Fed,Finland,2002,8.779,1,31/12/2002
Russian Fed,Finland,2003,12,1,31/12/2003
Russian Fed,Finland,2004,16.106,1,31/12/2004
Russian Fed,Finland,2005,40,1,31/12/2005
Russian Fed,Finland,2006,156.89,1,31/12/2006
Russian Fed,Finland,2008,4025.091,7,31/12/2008
Russian Fed,Finland,2010,15.367,1,31/12/2010
Russian Fed,Finland,2013,273.485,1,31/12/2013
Singapore,Finland,2000,2.392,2,31/12/2000
Singapore,Finland,2002,3.067,1,31/12/2002
Singapore,Finland,2006,73.98,1,31/12/2006
Singapore,Finland,2007,707.714,1,31/12/2007
Singapore,Finland,2008,34.024,1,31/12/2008
Slovenia,Finland,2002,0.225,1,31/12/2002
South Africa,Finland,2009,242.91,1,31/12/2009
South Korea,Finland,1998,39,1,31/12/1998
South Korea,Finland,2012,5.939,1,31/12/2012
Spain,Finland,1992,25.515,1,31/12/1992
Spain,Finland,2000,14.224,1,31/12/2000
Spain,Finland,2008,17.284,2,31/12/2008
Sweden,Finland,1988,152.947,1,31/12/1988
Sweden,Finland,1990,107.68,3,31/12/1990
Sweden,Finland,1991,118.033,6,31/12/1991
Sweden,Finland,1992,501.418,4,31/12/1992
Sweden,Finland,1993,116.37,1,31/12/1993
Sweden,Finland,1994,173.979,2,31/12/1994
Sweden,Finland,1996,668.297,2,31/12/1996
Sweden,Finland,1997,458.813,7,31/12/1997
Sweden,Finland,1998,4972.654,4,31/12/1998
Sweden,Finland,1999,215.669,5,31/12/1999
Sweden,Finland,2000,3465.09,10,31/12/2000
Sweden,Finland,2001,22.683,5,31/12/2001
Sweden,Finland,2002,220.057,7,31/12/2002
Sweden,Finland,2003,150.827,3,31/12/2003
Sweden,Finland,2004,2034.928,4,31/12/2004
Sweden,Finland,2005,874.964,8,31/12/2005
Sweden,Finland,2006,1387.031,13,31/12/2006
Sweden,Finland,2007,205.906,5,31/12/2007
Sweden,Finland,2008,358.827,3,31/12/2008
Sweden,Finland,2010,661.414,2,31/12/2010
Sweden,Finland,2011,11.019,2,31/12/2011
Sweden,Finland,2012,726.36,2,31/12/2012
Sweden,Finland,2013,227.592,1,31/12/2013
Sweden,Finland,2014,0.013,1,31/12/2014
Switzerland,Finland,1985,34,2,31/12/1985
Switzerland,Finland,1996,208.029,3,31/12/1996
Switzerland,Finland,2006,16.433,1,31/12/2006
Thailand,Finland,2001,3.86,1,31/12/2001
Thailand,Finland,2005,14.554,1,31/12/2005
Turkey,Finland,2006,111.552,1,31/12/2006
Ukraine,Finland,2005,3.594,1,31/12/2005
Ukraine,Finland,2006,6.155,1,31/12/2006
United Kingdom,Finland,1985,36.101,1,31/12/1985
United Kingdom,Finland,1988,31.931,2,31/12/1988
United Kingdom,Finland,1989,435.029,4,31/12/1989
United Kingdom,Finland,1990,136.05,1,31/12/1990
United Kingdom,Finland,1991,148.431,4,31/12/1991
United Kingdom,Finland,1995,128.314,3,31/12/1995
United Kingdom,Finland,1997,26.775,3,31/12/1997
United Kingdom,Finland,1998,187.2,2,31/12/1998
United Kingdom,Finland,2000,126.718,2,31/12/2000
United Kingdom,Finland,2001,152.821,4,31/12/2001
United Kingdom,Finland,2002,31.611,3,31/12/2002
United Kingdom,Finland,2004,343.66,1,31/12/2004
United Kingdom,Finland,2005,16.189,1,31/12/2005
United Kingdom,Finland,2007,99.286,2,31/12/2007
United Kingdom,Finland,2008,424.836,2,31/12/2008
United Kingdom,Finland,2010,95.767,4,31/12/2010
United Kingdom,Finland,2011,722.519,2,31/12/2011
United Kingdom,Finland,2013,27.152,1,31/12/2013
United Kingdom,Finland,2014,110.958,1,31/12/2014
United States,Finland,1985,100,1,31/12/1985
United States,Finland,1986,12.3,1,31/12/1986
United States,Finland,1987,34,1,31/12/1987
United States,Finland,1988,10.6,1,31/12/1988
United States,Finland,1989,540.1,6,31/12/1989
United States,Finland,1990,161,4,31/12/1990
United States,Finland,1991,62.5,2,31/12/1991
United States,Finland,1992,36,1,31/12/1992
United States,Finland,1993,53,1,31/12/1993
United States,Finland,1994,280,1,31/12/1994
United States,Finland,1995,352,1,31/12/1995
United States,Finland,1997,787.192,3,31/12/1997
United States,Finland,1998,726.248,3,31/12/1998
United States,Finland,1999,363.8,7,31/12/1999
United States,Finland,2000,13423.19,17,31/12/2000
United States,Finland,2001,640.491,5,31/12/2001
United States,Finland,2002,808.83,6,31/12/2002
United States,Finland,2003,119.5,4,31/12/2003
United States,Finland,2004,33.8,2,31/12/2004
United States,Finland,2005,511.792,5,31/12/2005
United States,Finland,2006,405.404,3,31/12/2006
United States,Finland,2007,8006.473,5,31/12/2007
United States,Finland,2008,21.546,3,31/12/2008
United States,Finland,2009,20,1,31/12/2009
United States,Finland,2011,520.628,5,31/12/2011
United States,Finland,2012,22.508,3,31/12/2012
United States,Finland,2013,24.486,2,31/12/2013
United States,Finland,2014,92,2,31/12/2014
Uruguay,Finland,2009,2748.208,2,31/12/2009
Algeria,France,1991,0.692,1,31/12/1991
Algeria,France,2007,21.8,1,31/12/2007
Algeria,France,2008,14.31,1,31/12/2008
Argentina,France,1991,134.4,1,31/12/1991
Argentina,France,1994,244.996,2,31/12/1994
Argentina,France,1995,20.7,1,31/12/1995
Argentina,France,1996,3.494,1,31/12/1996
Argentina,France,1997,314.22,3,31/12/1997
Argentina,France,1998,109.019,2,31/12/1998
Argentina,France,1999,135,1,31/12/1999
Argentina,France,2000,1729.8,4,31/12/2000
Argentina,France,2001,1123.499,4,31/12/2001
Argentina,France,2002,35,1,31/12/2002
Argentina,France,2004,2.552,1,31/12/2004
Argentina,France,2006,12.328,1,31/12/2006
Argentina,France,2010,50,1,31/12/2010
Argentina,France,2013,4.104,1,31/12/2013
Australia,France,1989,47.4,1,31/12/1989
Australia,France,1990,140.661,2,31/12/1990
Australia,France,1992,323.501,1,31/12/1992
Australia,France,1993,1.774,1,31/12/1993
Australia,France,1994,22.513,2,31/12/1994
Australia,France,1995,826.756,2,31/12/1995
Australia,France,1997,17.159,1,31/12/1997
Australia,France,1998,209.257,5,31/12/1998
Australia,France,1999,103.772,9,31/12/1999
Australia,France,2000,281.9,5,31/12/2000
Australia,France,2001,126.156,2,31/12/2001
Australia,France,2002,173.474,3,31/12/2002
Australia,France,2003,520.469,2,31/12/2003
Australia,France,2004,3.496,1,31/12/2004
Australia,France,2005,119.683,4,31/12/2005
Australia,France,2006,414.657,3,31/12/2006
Australia,France,2007,632.45,3,31/12/2007
Australia,France,2008,1046.467,3,31/12/2008
Australia,France,2009,373.929,2,31/12/2009
Australia,France,2010,429.776,3,31/12/2010
Australia,France,2011,15.984,1,31/12/2011
Australia,France,2012,54.723,3,31/12/2012
Australia,France,2014,458.59,3,31/12/2014
Austria,France,1993,180.01,1,31/12/1993
Austria,France,2000,120.568,1,31/12/2000
Austria,France,2001,0.567,1,31/12/2001
Austria,France,2007,954.853,1,31/12/2007
Austria,France,2012,174.691,1,31/12/2012
Austria,France,2014,7.071,1,31/12/2014
Belgium,France,1988,609.94,4,31/12/1988
Belgium,France,1990,545.864,3,31/12/1990
Belgium,France,1991,40.651,3,31/12/1991
Belgium,France,1992,226.859,1,31/12/1992
Belgium,France,1993,37.36,4,31/12/1993
Belgium,France,1994,361.098,2,31/12/1994
Belgium,France,1995,90.204,3,31/12/1995
Belgium,France,1996,1655.181,4,31/12/1996
Belgium,France,1997,22.58,1,31/12/1997
Belgium,France,1998,7475.448,2,31/12/1998
Belgium,France,1999,26.688,2,31/12/1999
Belgium,France,2000,1906.9,6,31/12/2000
Belgium,France,2001,1984.553,4,31/12/2001
Belgium,France,2002,92.866,2,31/12/2002
Belgium,France,2003,840.132,2,31/12/2003
Belgium,France,2004,189.939,4,31/12/2004
Belgium,France,2005,918.411,5,31/12/2005
Belgium,France,2006,1960.533,7,31/12/2006
Belgium,France,2007,1692.745,4,31/12/2007
Belgium,France,2008,1551.629,4,31/12/2008
Belgium,France,2009,1946.725,2,31/12/2009
Belgium,France,2010,25238.65,5,31/12/2010
Belgium,France,2011,752.246,2,31/12/2011
